hospital_name,gender,age,ssn,blood_type,height,weight,temperature,blood_pressure,heart_rate,diagnosis_code,procedure_code,admission_date,discharge_date,medication_name,dosage,allergies,insurance_provider,emergency_contact_name,emergency_contact_phone
error: unable to close due to unfinalized statements or unfinished backups,Male,37,167-23-1987,AB,39.05,190.98,34.42,78,146,1944,3149,3/18/2020,5/16/2020,Carbidopa and levodopa,358.33,Penicillin,Aetna,Jared Clink,215-800-3335
error: unable to close due to unfinalized statements or unfinished backups,Male,94,379-88-6143,A,200.37,945.19,36.24,142,163,65113,7679,6/9/2020,12/8/2020,econazole nitrate,285.93,Latex,Aetna,Arlan Norley,489-704-7809
error: unable to close due to unfinalized statements or unfinished backups,Female,46,761-63-1844,AB,2.75,197.11,43.16,66,116,82524,0083,2/12/2022,10/20/2020,Goat Epithelium,287.29,Penicillin,Blue Cross Blue Shield,Elbertina Villa,938-454-8963
error: unable to close due to unfinalized statements or unfinished backups,Male,44,602-54-6154,O,150.71,403.03,37.49,130,178,9880,2792,8/19/2020,5/17/2021,TITANIUM DIOXIDE,329.22,Peanuts,Cigna,Burk Raulin,972-803-7350
error: unable to close due to unfinalized statements or unfinished backups,Female,23,851-38-9417,O,81.86,669.2,36.25,66,127,E8268,100,7/24/2022,2/11/2022,Titanium Dioxide and Zinc Oxide,377.87,Peanuts,Aetna,Carin Belmont,799-623-0048
error: unable to close due to unfinalized statements or unfinished backups,Male,90,132-05-7643,B,201.64,974.65,42.88,113,153,E8201,149,1/3/2022,4/3/2021,LORAZEPAM,719.8,Penicillin,Cigna,Aldrich Abthorpe,789-705-0428
error: unable to close due to unfinalized statements or unfinished backups,Female,108,706-24-8707,O,227.24,565.6,30.62,69,193,78342,7993,11/4/2022,4/28/2021,Fluconazole,170.4,Peanuts,Blue Cross Blue Shield,Tobi Haney,780-172-1720
error: unable to close due to unfinalized statements or unfinished backups,Male,15,253-24-9078,O,94.8,771.67,33.01,178,39,27788,718,6/14/2022,7/21/2022,ANALGESIC,728.24,Latex,Blue Cross Blue Shield,Durand Boswell,957-617-6457
error: unable to close due to unfinalized statements or unfinished backups,Female,20,793-50-0806,A,65.22,891.17,35.34,148,40,E9797,5462,1/13/2020,11/7/2021,Nicotine Polacrilex,164.4,Peanuts,Blue Cross Blue Shield,Jenilee Tumioto,372-253-0443
error: unable to close due to unfinalized statements or unfinished backups,Male,16,179-40-6002,O,57.04,646.92,41.92,143,167,28981,9705,8/25/2020,6/17/2020,OCTINOXATE,208.45,Peanuts,Aetna,Nial Watkiss,443-156-3747
error: unable to close due to unfinalized statements or unfinished backups,Non-binary,114,751-05-1913,AB,55.81,618.85,39.84,66,54,01556,0142,8/1/2021,8/6/2020,BISMUTH SUBSALICYLATE,683.24,Penicillin,Aetna,Rustie Vivers,214-303-1480
error: unable to close due to unfinalized statements or unfinished backups,Female,16,595-43-3462,AB,296.56,307.88,32.21,190,92,0864,153,8/18/2022,4/27/2021,aluminum hydroxide and magnesium carbonate,792.47,Peanuts,Cigna,Marjory Rapport,902-141-5276
error: unable to close due to unfinalized statements or unfinished backups,Male,8,598-32-9498,AB,236.36,175.25,30.59,67,115,V1255,1365,1/18/2020,2/14/2022,First aid and Burn,466.01,Penicillin,Aetna,Frank Gateland,730-326-6791
error: unable to close due to unfinalized statements or unfinished backups,Male,60,427-27-6784,O,293.75,544.37,35.93,99,31,7365,1172,12/11/2021,12/11/2022,Mupirocin,84.09,Latex,Cigna,Jody Duding,800-627-8131
error: unable to close due to unfinalized statements or unfinished backups,Female,90,874-23-5278,A,20.79,99.21,40.69,154,38,94201,1273,2/5/2021,1/21/2020,Dextrose monohydrate,964.01,Penicillin,Aetna,Martelle Targe,746-856-4354
error: unable to close due to unfinalized statements or unfinished backups,Bigender,113,124-62-4440,AB,27.8,973.15,36.54,164,182,37103,9614,10/10/2021,12/14/2021,LISINOPRIL AND HYDROCHLOROTHIAZIDE,350.77,Penicillin,Aetna,Baird Turfs,695-964-3030
error: unable to close due to unfinalized statements or unfinished backups,Female,67,741-97-4673,AB,210.94,263.66,43.2,83,172,E9940,8523,9/10/2021,4/13/2020,Levothyroxine Sodium,905.94,Penicillin,Blue Cross Blue Shield,Madelon Hirche,857-464-1130
error: unable to close due to unfinalized statements or unfinished backups,Female,94,821-87-6463,AB,12.78,254.43,37.74,126,117,E8652,0836,11/1/2021,6/27/2021,"Vitamin A, Vitamin C, Vitamin D, Vitamin E, Vitamin B1, Vitamin B2, Vitamin B12, Niacin, Vitamin B6, Flouride",858.9,Penicillin,Blue Cross Blue Shield,Mavra Trangmar,164-553-7731
error: unable to close due to unfinalized statements or unfinished backups,Female,120,257-18-9180,B,204.06,735.35,35.76,195,190,80354,8459,9/20/2022,3/5/2021,Elm American,736.0,Peanuts,Blue Cross Blue Shield,Windy Presnail,551-393-5297
error: unable to close due to unfinalized statements or unfinished backups,Male,32,108-43-7851,B,52.33,246.95,36.68,147,128,62921,5995,6/29/2020,7/24/2021,lanolin and petrolatum,10.67,Latex,Blue Cross Blue Shield,Briano Stonner,415-811-3529
error: unable to close due to unfinalized statements or unfinished backups,Male,86,553-93-5315,A,177.8,220.56,41.17,60,196,3779,3613,1/2/2022,10/13/2021,zolpidem tartrate,197.31,Peanuts,Aetna,Bord Pirolini,314-454-0663
error: unable to close due to unfinalized statements or unfinished backups,Genderqueer,7,550-11-1293,A,237.51,420.63,39.41,71,66,1040,7973,9/25/2022,7/6/2020,perflutren,694.35,Latex,Blue Cross Blue Shield,Mahalia Attenbarrow,124-876-5949
error: unable to close due to unfinalized statements or unfinished backups,Male,63,786-71-4715,AB,44.44,827.53,30.76,198,45,2870,5533,7/22/2020,10/8/2022,Verapamil Hydrochloride,578.05,Penicillin,Blue Cross Blue Shield,Shem Cumbridge,410-496-3101
error: unable to close due to unfinalized statements or unfinished backups,Male,53,811-64-4070,AB,161.42,955.02,38.48,90,68,1421,8447,9/5/2022,10/10/2022,Losartan Potassium,394.3,Latex,Blue Cross Blue Shield,Allyn Wines,403-348-3519
error: unable to close due to unfinalized statements or unfinished backups,Female,26,762-96-5425,B,202.77,475.72,35.61,122,120,5560,9503,5/23/2021,2/17/2022,DIMETHICONE,522.86,Penicillin,Aetna,Pearla Simeoni,707-886-0727
error: unable to close due to unfinalized statements or unfinished backups,Male,28,590-02-4967,O,295.82,578.82,42.33,194,162,E9552,9932,6/27/2022,4/10/2021,CELECOXIB,867.33,Penicillin,Cigna,Zachary Wilkennson,592-372-8611
error: unable to close due to unfinalized statements or unfinished backups,Male,97,704-79-4966,B,82.08,705.99,34.02,119,120,0469,0799,5/28/2021,7/27/2021,"Avobenzone, Homosalate, Octinoxate, Octisalate, Octocrylene, Oxybenzone",807.68,Peanuts,Blue Cross Blue Shield,Salim Spancock,615-996-4636
error: unable to close due to unfinalized statements or unfinished backups,Female,55,590-34-5321,B,147.22,976.49,32.68,112,157,74303,3955,12/23/2020,8/18/2022,Octinoxate,827.87,Penicillin,Blue Cross Blue Shield,Janeczka Janodet,394-405-9180
error: unable to close due to unfinalized statements or unfinished backups,Male,42,281-37-8695,A,66.79,485.5,43.66,120,160,71743,9422,10/5/2022,12/15/2022,Duloxetine,156.87,Latex,Blue Cross Blue Shield,Reinald Portis,385-234-1950
error: unable to close due to unfinalized statements or unfinished backups,Female,36,616-76-6518,B,127.13,130.06,41.65,112,136,83214,719,5/12/2020,7/29/2022,ipratropium bromide and albuterol sulfate,230.05,Penicillin,Blue Cross Blue Shield,Dre Hierro,715-864-9136
error: unable to close due to unfinalized statements or unfinished backups,Female,75,821-95-9005,B,25.6,35.77,32.87,104,127,52107,1631,12/1/2020,10/27/2022,pyridostigmine bromide,683.45,Peanuts,Aetna,Margalit Josefsohn,225-389-4786
error: unable to close due to unfinalized statements or unfinished backups,Female,97,634-08-3563,B,157.93,867.67,40.99,175,118,09817,8499,4/22/2022,6/2/2020,Lisinopril and hydrochlorothiazide,626.88,Peanuts,Blue Cross Blue Shield,Crystie Mateev,242-890-0618
error: unable to close due to unfinalized statements or unfinished backups,Female,115,771-57-7311,B,235.82,611.49,32.05,143,79,V4972,0234,5/22/2021,5/5/2021,Mesna,991.01,Penicillin,Cigna,Dorey Leedes,125-796-2024
error: unable to close due to unfinalized statements or unfinished backups,Polygender,14,467-77-6983,AB,1.9,932.61,32.09,67,141,20083,6383,9/9/2021,8/30/2020,"Octinoxate,4-Methylbenzylidene Camphor and Zinc",886.34,Latex,Aetna,Viviana Yateman,174-190-9294
error: unable to close due to unfinalized statements or unfinished backups,Female,110,493-57-7975,A,180.04,954.32,32.79,183,51,81514,8604,4/8/2021,6/28/2021,Cetirizine Hydrochloride,382.18,Peanuts,Blue Cross Blue Shield,Sharl Tabart,383-739-1041
error: unable to close due to unfinalized statements or unfinished backups,Female,17,277-36-4294,AB,185.89,278.15,38.38,76,142,76519,8053,2/7/2022,2/13/2020,Bupropion Hydrochloride,576.88,Latex,Aetna,Lory Sea,238-980-8545
error: unable to close due to unfinalized statements or unfinished backups,Male,37,300-50-2932,A,41.2,249.21,38.49,147,122,9084,7491,1/21/2020,6/11/2020,Salicyilc acid,266.1,Penicillin,Aetna,Kendrick Riddock,412-725-9440
error: unable to close due to unfinalized statements or unfinished backups,Female,40,813-36-1959,AB,254.45,707.4,40.08,115,170,4512,1122,3/5/2021,6/24/2021,halobetasol propionate,638.97,Latex,Aetna,Amata Morcombe,300-453-0733
error: unable to close due to unfinalized statements or unfinished backups,Male,55,390-49-3197,O,162.63,361.17,33.54,112,131,E9933,8874,7/26/2022,9/24/2022,Aspirin,41.52,Penicillin,Blue Cross Blue Shield,Olag Mathewes,937-755-0941
error: unable to close due to unfinalized statements or unfinished backups,Female,117,209-74-3522,O,265.69,174.57,30.37,143,111,32727,9912,2/12/2020,8/9/2020,Ibuprofen,32.71,Peanuts,Blue Cross Blue Shield,Janela Hughlin,442-763-6447
error: unable to close due to unfinalized statements or unfinished backups,Female,32,603-71-2407,O,282.82,39.87,41.32,69,125,36462,0070,8/9/2020,5/10/2020,florbetaben F 18,571.5,Penicillin,Aetna,Lindsy Pelz,187-668-8901
error: unable to close due to unfinalized statements or unfinished backups,Female,3,423-51-1968,B,172.06,524.71,35.74,147,183,20481,5112,9/20/2022,6/8/2020,Trihexyphenidyl Hydrochloride,201.96,Latex,Cigna,Brunhilde Boolsen,879-773-7408
error: unable to close due to unfinalized statements or unfinished backups,Male,91,564-42-0825,AB,32.57,822.39,42.05,194,115,34441,4382,2/25/2022,7/3/2021,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OCTINOXATE",347.71,Penicillin,Blue Cross Blue Shield,Drake McAlpine,653-740-0818
error: unable to close due to unfinalized statements or unfinished backups,Male,84,554-86-5858,AB,193.44,326.7,39.98,62,106,78602,7928,5/24/2020,2/10/2021,ulmus crassifolia pollen,798.34,Penicillin,Aetna,Emmerich Bellfield,693-662-7624
error: unable to close due to unfinalized statements or unfinished backups,Female,103,251-25-4932,AB,85.25,512.92,40.55,122,96,37651,5787,9/27/2022,10/16/2021,oxaliplatin,710.01,Latex,Aetna,Gena MacDowall,720-993-0323
error: unable to close due to unfinalized statements or unfinished backups,Female,59,207-31-6511,AB,175.0,468.04,44.43,126,110,8798,6211,10/7/2021,7/17/2021,Levetiracetam,488.05,Penicillin,Blue Cross Blue Shield,Darell Speed,592-433-7453
error: unable to close due to unfinalized statements or unfinished backups,Female,103,826-41-6405,AB,43.02,119.85,30.32,118,87,72992,1289,9/21/2020,3/23/2020,Warfarin Sodium,539.51,Peanuts,Cigna,Justine Tommis,963-326-5637
error: unable to close due to unfinalized statements or unfinished backups,Male,54,751-12-8784,A,93.16,321.68,31.71,105,183,94101,0863,5/29/2021,8/29/2021,stavudine,574.53,Penicillin,Cigna,Ramsey Rawnsley,121-583-8462
error: unable to close due to unfinalized statements or unfinished backups,Male,57,778-67-1404,A,125.02,129.37,36.68,137,46,8700,2103,11/20/2021,2/15/2021,alendronate sodium,790.5,Penicillin,Cigna,Simeon Redsell,854-884-1716
error: unable to close due to unfinalized statements or unfinished backups,Polygender,119,356-80-6522,AB,269.68,219.17,32.5,177,76,4730,3452,10/21/2021,10/3/2020,"Phytolacca decandra, Thuja occidentalis",761.59,Latex,Blue Cross Blue Shield,Cher Scranny,932-277-3258
error: unable to close due to unfinalized statements or unfinished backups,Female,70,605-80-0034,O,132.37,564.51,33.56,169,81,34501,1519,2/25/2021,4/15/2020,Sodium Fluoride,80.08,Latex,Cigna,Goldi Storrah,988-273-3452
error: unable to close due to unfinalized statements or unfinished backups,Female,39,560-98-4015,O,247.77,681.67,40.73,175,179,9614,8963,2/20/2021,8/2/2020,Benzocaine,830.49,Peanuts,Blue Cross Blue Shield,Roda Jandel,690-145-6318
error: unable to close due to unfinalized statements or unfinished backups,Male,91,798-56-8119,B,182.89,831.34,32.26,127,110,52111,5221,10/17/2020,11/3/2020,Simvastatin,975.57,Penicillin,Aetna,Ludwig Prendergast,759-208-2551
error: unable to close due to unfinalized statements or unfinished backups,Male,8,421-31-9772,O,246.58,245.16,43.26,75,131,35929,9342,10/5/2021,8/17/2022,Clobetasol Propionate,963.97,Latex,Aetna,Burl Casement,408-872-3961
error: unable to close due to unfinalized statements or unfinished backups,Female,22,196-33-3990,AB,172.48,991.73,42.9,194,71,V6089,7900,6/4/2022,11/16/2020,Pitch Pine,934.16,Latex,Cigna,Shanna Keld,478-965-7536
error: unable to close due to unfinalized statements or unfinished backups,Genderqueer,22,649-84-0823,AB,56.56,813.94,38.57,63,146,71953,9549,9/5/2022,6/26/2020,methylphenidate hydrochloride,417.67,Penicillin,Cigna,Lois Redmire,518-106-5346
error: unable to close due to unfinalized statements or unfinished backups,Female,70,851-12-1937,A,135.2,304.77,30.1,73,132,2894,6691,2/5/2022,9/30/2021,zolpidem tartrate,239.54,Penicillin,Cigna,Kellia Rodnight,420-734-4760
error: unable to close due to unfinalized statements or unfinished backups,Male,42,705-26-6527,AB,293.13,570.64,42.28,63,165,67490,6999,5/9/2020,2/21/2020,Ranitidine Hydrochloride,697.49,Latex,Cigna,Jamaal Brocket,313-469-0072
error: unable to close due to unfinalized statements or unfinished backups,Male,112,556-29-6083,AB,265.67,913.95,44.78,146,167,1618,8535,4/19/2021,1/27/2020,Ethyl Alcohol,118.54,Peanuts,Aetna,Ozzie True,894-955-0850
error: unable to close due to unfinalized statements or unfinished backups,Female,28,252-25-1725,AB,103.3,791.06,30.73,189,175,4376,9824,10/13/2022,6/21/2022,TRICLOSAN,227.53,Peanuts,Cigna,Aveline Birtle,396-513-2493
error: unable to close due to unfinalized statements or unfinished backups,Female,96,770-79-7161,O,232.28,397.64,41.97,134,63,65173,1449,9/21/2022,4/20/2022,Olanzapine,244.31,Penicillin,Blue Cross Blue Shield,Idette Trunks,666-705-7927
error: unable to close due to unfinalized statements or unfinished backups,Female,107,852-63-5023,O,124.79,851.27,32.36,129,127,67502,2933,4/5/2022,10/24/2020,Naproxen sodium,581.96,Latex,Cigna,Daryl Parke,626-301-6100
error: unable to close due to unfinalized statements or unfinished backups,Genderfluid,55,287-40-3600,AB,299.32,711.95,38.77,103,95,53410,0406,8/17/2020,2/20/2022,"Aluminum hydroxide, Magnesium hydroxide, Simethicone",745.4,Penicillin,Aetna,Uri Mansuer,971-910-5076
error: unable to close due to unfinalized statements or unfinished backups,Male,94,514-16-3030,A,204.28,404.5,33.85,102,130,0331,8709,4/30/2022,3/3/2020,Chlordiazepoxide Hydrochloride,710.31,Penicillin,Aetna,Frederich Megroff,339-990-7443
error: unable to close due to unfinalized statements or unfinished backups,Female,1,393-76-0342,A,267.85,218.68,30.64,192,197,V061,9671,8/21/2020,3/2/2020,Lisinopril and hydrochlorothiazide,87.4,Peanuts,Blue Cross Blue Shield,Wandis Maunton,213-750-9230
error: unable to close due to unfinalized statements or unfinished backups,Male,83,580-84-6649,AB,33.1,127.66,32.64,111,79,36405,1244,4/30/2020,1/27/2022,Levothyroxine Sodium,269.02,Penicillin,Cigna,Marty McCrann,287-473-4684
error: unable to close due to unfinalized statements or unfinished backups,Male,53,165-12-3033,B,211.07,934.66,30.02,131,34,41403,9534,1/29/2020,7/16/2022,ibuprofen,896.57,Peanuts,Blue Cross Blue Shield,Bordy Barke,415-117-1960
error: unable to close due to unfinalized statements or unfinished backups,Male,43,544-42-1988,B,112.46,581.61,44.68,138,114,01744,7840,2/4/2021,10/18/2021,"Dextrose Monohydrate, Sodium Chloride, Calcium Chloride, Magnesium Chloride, Sodium Lactate",553.87,Penicillin,Blue Cross Blue Shield,Sayre MacGeffen,584-787-2267
error: unable to close due to unfinalized statements or unfinished backups,Male,41,593-08-2437,B,144.92,503.74,36.15,126,170,71740,8827,9/28/2021,8/8/2022,"Octinoxate, Titanium Dioxide, and Zinc Oxide",180.24,Penicillin,Blue Cross Blue Shield,Andre Tandy,253-202-4857
error: unable to close due to unfinalized statements or unfinished backups,Female,35,270-54-5270,B,263.06,264.79,39.53,102,33,36331,6495,7/5/2022,3/30/2021,Oxygen,455.22,Peanuts,Cigna,Eyde Ivanichev,497-101-1476
error: unable to close due to unfinalized statements or unfinished backups,Female,78,559-74-0218,AB,251.6,721.18,44.26,156,126,V5781,7720,1/26/2021,8/18/2020,"Adenosinum cyclophosphoricum, Adrenalinum, Adrenocorticotrophin, Allium cepa, Ambrosia artemisiaefolia, Chelidonium majus, Chenopodium vulvaria, Cichorium intybus, Cortisone aceticum, Euphrasia officinalis, Galphimia glauca, hedera helix, Histaminum hydrochloricum, Juglans cinerea, Kali muriaticum, Mucosa nasalis suis, Natrum muriaticum, Pulsatilla nuttalliana, RNa, Sabadilla, Teucrium scorodonia",641.56,Peanuts,Aetna,Kelila Lemmen,914-584-9162
error: unable to close due to unfinalized statements or unfinished backups,Male,32,157-35-8436,B,185.77,364.4,39.13,196,45,57431,7935,11/3/2020,10/25/2020,TOLNAFTATE,20.52,Penicillin,Blue Cross Blue Shield,Sol Dakin,743-825-3479
error: unable to close due to unfinalized statements or unfinished backups,Genderqueer,44,198-40-8907,B,265.14,176.96,36.74,133,100,72763,3852,8/11/2022,9/30/2020,Cefdinir,460.58,Latex,Aetna,Bartholomeo Bushen,127-121-3959
error: unable to close due to unfinalized statements or unfinished backups,Male,3,858-62-6365,B,287.55,89.71,32.77,167,54,E9397,8132,1/13/2022,7/7/2022,ONDANSETRON HYDROCHLORIDE,219.37,Penicillin,Blue Cross Blue Shield,Findley Duckerin,508-161-9801
error: unable to close due to unfinalized statements or unfinished backups,Female,104,697-82-5162,B,298.79,388.59,41.8,163,122,33989,3393,11/2/2020,2/19/2020,Carp,507.82,Penicillin,Cigna,Tasha Pierri,733-640-8346
error: unable to close due to unfinalized statements or unfinished backups,Male,2,844-28-4113,O,276.63,146.53,43.2,137,61,E8364,8533,1/5/2020,12/24/2020,NICOTINE,749.93,Penicillin,Aetna,Tito Osgar,923-321-0184
error: unable to close due to unfinalized statements or unfinished backups,Female,25,882-47-2505,A,124.01,703.03,40.49,198,132,E9288,0398,5/17/2022,10/29/2022,TITANIUM DIOXIDE,736.03,Penicillin,Aetna,Jillane Pentecost,335-701-9309
error: unable to close due to unfinalized statements or unfinished backups,Male,77,373-05-8747,B,282.19,820.22,36.16,103,34,V1301,7929,8/5/2022,11/21/2020,Naproxen Sodium,413.73,Penicillin,Cigna,Karlis Arnott,323-654-7613
error: unable to close due to unfinalized statements or unfinished backups,Male,20,657-63-2474,A,225.56,919.21,33.87,72,39,36281,9059,2/8/2020,2/7/2022,bacitracin zinc,726.48,Latex,Blue Cross Blue Shield,Vaughn Sponder,166-414-3337
error: unable to close due to unfinalized statements or unfinished backups,Male,117,231-99-5358,O,241.86,780.68,44.86,81,48,80611,2061,9/14/2020,7/12/2021,Ipratropium Bromide and Albuterol Sulfate,745.84,Latex,Cigna,Lemmie Phear,995-176-2035
error: unable to close due to unfinalized statements or unfinished backups,Male,91,742-65-4432,A,0.01,236.22,39.75,95,63,37023,2129,11/19/2021,10/26/2021,Cephalexin,95.02,Peanuts,Blue Cross Blue Shield,Graig Clampe,688-360-3650
error: unable to close due to unfinalized statements or unfinished backups,Male,54,582-81-3869,AB,53.6,398.8,32.15,83,186,E8911,7552,5/21/2022,3/22/2022,Next Choice One Dose,739.45,Penicillin,Blue Cross Blue Shield,Jae Tellenbach,169-525-6918
error: unable to close due to unfinalized statements or unfinished backups,Female,82,446-58-0606,O,218.64,903.54,43.91,168,102,66000,196,10/19/2021,10/23/2022,"Aloe socotrina, Ambra grisea, Ammonium muriaticum, Antimonium crudum, Aurum metallicum, Borago officinalis, Cichorium intybus, flos, Cimicifuga racemosa, Eriodictyon californicum, Ignatia amara, Ilex aquifolium, flos, Iodium, Natrum muriaticum, Phosphoricum acidum, Rosa damascena, Stannum metallicum, Tilia europaea",763.94,Latex,Cigna,Cindie Hutley,129-413-2219
error: unable to close due to unfinalized statements or unfinished backups,Female,73,548-17-6606,A,99.1,821.06,39.02,182,65,76513,3224,8/25/2022,2/22/2021,"AVOBENZONE, HOMOSALATE, OCTINOXATE, OCTISALATE, OCTOCRYLENE",177.4,Penicillin,Blue Cross Blue Shield,Tyne Juppe,862-211-2332
error: unable to close due to unfinalized statements or unfinished backups,Bigender,28,623-53-7202,A,284.06,969.54,43.13,90,127,797,0521,9/29/2021,5/25/2020,Heparin Sodium,624.7,Latex,Cigna,Gifford Leivesley,184-641-2247
error: unable to close due to unfinalized statements or unfinished backups,Male,73,729-36-8969,A,295.01,370.14,33.06,189,173,9517,9006,10/4/2022,5/3/2021,CHLOROXYLENOL,970.85,Peanuts,Cigna,Mack Pauncefoot,113-856-9397
error: unable to close due to unfinalized statements or unfinished backups,Female,29,333-26-5805,B,291.19,389.68,36.14,112,71,66610,5382,7/9/2022,7/10/2020,Dicloxacillin Sodium,955.24,Latex,Aetna,Petunia Unthank,828-845-7769
error: unable to close due to unfinalized statements or unfinished backups,Male,66,818-87-8135,A,101.69,210.23,42.73,164,45,80116,2594,7/25/2020,6/30/2020,ergocalciferol,729.4,Latex,Blue Cross Blue Shield,Geno Greatbach,209-196-7108
error: unable to close due to unfinalized statements or unfinished backups,Female,115,324-78-6217,O,109.44,771.56,38.65,102,166,7782,7962,8/5/2020,4/11/2022,"Homosalate, Octocrylene, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicilate, Titanium Dioxide",716.39,Peanuts,Blue Cross Blue Shield,Angele Ching,256-656-2444
error: unable to close due to unfinalized statements or unfinished backups,Male,91,388-95-8140,O,267.89,165.9,40.91,199,83,71165,5137,4/4/2020,9/1/2020,Dextroamphetamine Sulfate,615.41,Latex,Cigna,Christy Braferton,587-458-4455
error: unable to close due to unfinalized statements or unfinished backups,Genderfluid,13,571-78-1977,AB,21.79,96.19,38.95,154,121,80199,3921,4/15/2022,11/30/2022,GANCICLOVIR SODIUM,331.95,Penicillin,Cigna,Lila Boodle,542-688-4983
error: unable to close due to unfinalized statements or unfinished backups,Male,21,478-89-2815,AB,106.11,76.67,31.65,86,33,V655,1623,11/7/2021,12/19/2022,Dantrolene Sodium,330.9,Peanuts,Aetna,Fabio Searles,708-137-8945
error: unable to close due to unfinalized statements or unfinished backups,Male,110,489-82-2941,AB,79.41,332.38,39.12,92,52,9830,9096,7/27/2022,10/26/2020,ONDANSETRON,749.14,Penicillin,Cigna,Lauritz Soall,611-800-3747
error: unable to close due to unfinalized statements or unfinished backups,Male,28,202-43-0834,AB,104.2,207.16,38.27,89,132,71150,4994,1/25/2021,1/29/2022,Methylphenidate Hydrochloride,957.42,Peanuts,Aetna,Georas Twyning,618-872-6177
error: unable to close due to unfinalized statements or unfinished backups,Male,118,761-37-5693,A,115.6,907.4,37.23,170,177,94520,7619,6/14/2022,4/23/2022,Diltiazem Hydrochloride,478.93,Latex,Aetna,Michele Rowntree,796-929-1256
error: unable to close due to unfinalized statements or unfinished backups,Male,37,146-55-9634,AB,30.6,695.12,44.47,105,32,2714,4221,3/3/2022,5/16/2022,"Avobenzone, Octinoxate",287.07,Peanuts,Aetna,Sargent Arnault,663-567-5301
error: unable to close due to unfinalized statements or unfinished backups,Female,38,141-76-7259,A,181.97,702.16,36.39,73,200,9633,6995,3/12/2021,6/14/2021,dicyclomine hydrochloride,649.02,Penicillin,Aetna,Kim Jeannard,617-603-9990
error: unable to close due to unfinalized statements or unfinished backups,Female,1,602-72-8731,AB,94.13,826.06,43.75,155,32,9532,5783,9/24/2022,6/23/2021,Cefadroxil,790.62,Latex,Blue Cross Blue Shield,Delia Stoggell,260-554-8597
error: unable to close due to unfinalized statements or unfinished backups,Polygender,53,140-75-1382,B,298.42,31.63,38.28,198,174,65190,9311,12/9/2020,12/20/2022,Zinc Acetate and Zinc Gluconate,526.29,Penicillin,Blue Cross Blue Shield,Brok Wythill,407-936-6998
error: unable to close due to unfinalized statements or unfinished backups,Female,50,537-12-0271,B,73.89,648.74,38.73,154,124,3009,8429,4/7/2022,1/16/2022,rasburicase,32.9,Peanuts,Aetna,Roselia Barg,474-450-9392
error: unable to close due to unfinalized statements or unfinished backups,Female,100,890-44-0093,B,267.25,590.01,31.97,170,163,28983,5589,2/17/2021,6/19/2020,"dimethicone, octinoxate, octisalate, oxybenzone",810.31,Penicillin,Blue Cross Blue Shield,Esmaria Taynton,411-572-1730
error: unable to close due to unfinalized statements or unfinished backups,Female,69,864-37-4982,B,192.21,779.47,33.81,79,161,4263,4282,10/30/2020,3/12/2022,Magnesium Sulfate,898.33,Latex,Aetna,Melli Biddlecombe,575-372-5147
error: unable to close due to unfinalized statements or unfinished backups,Female,36,348-80-6545,A,170.52,948.59,36.73,105,88,9110,5163,2/18/2021,2/5/2022,ZINC OXIDE,121.4,Peanuts,Cigna,Simonette Lambkin,424-824-3841
error: unable to close due to unfinalized statements or unfinished backups,Female,70,472-37-5895,A,103.74,294.55,31.22,173,164,66491,8906,3/11/2022,11/5/2020,Ramipril,46.92,Penicillin,Blue Cross Blue Shield,Maddalena Mongan,857-877-8908
error: unable to close due to unfinalized statements or unfinished backups,Male,34,766-20-1727,O,80.78,100.55,41.8,176,172,34550,208,6/13/2021,6/16/2022,Sodium Monofluorophosphate,171.08,Peanuts,Cigna,Neel Adams,413-613-0298
error: unable to close due to unfinalized statements or unfinished backups,Male,20,625-50-0324,B,255.17,608.39,35.58,119,183,3582,5213,4/8/2020,1/14/2021,TITANIUM DIOXIDE and ZINC OXIDE,305.38,Penicillin,Blue Cross Blue Shield,Zebadiah Shanahan,608-827-8094
error: unable to close due to unfinalized statements or unfinished backups,Female,82,324-15-8667,AB,93.97,956.18,37.01,194,105,5756,5693,11/26/2022,9/2/2021,SELENIUM SULFIDE,666.69,Peanuts,Blue Cross Blue Shield,Gwenni Loxdale,945-708-8103
error: unable to close due to unfinalized statements or unfinished backups,Male,20,185-81-0823,B,52.11,523.54,43.11,186,95,99661,472,9/4/2022,11/22/2021,Crab Xiphosurus sowerbyi,91.18,Peanuts,Cigna,Johny Powton,864-361-7998
error: unable to close due to unfinalized statements or unfinished backups,Female,36,335-37-1220,O,97.78,296.19,42.41,199,165,76402,8059,5/7/2021,7/2/2020,Hydrastis Canadensis,455.92,Peanuts,Blue Cross Blue Shield,Florry Dows,249-620-3904
error: unable to close due to unfinalized statements or unfinished backups,Female,97,573-32-1953,B,155.76,957.41,33.18,181,94,8701,9523,7/12/2021,3/15/2020,Isopropyl Alcohol,962.92,Latex,Blue Cross Blue Shield,Rozella Rediers,932-561-0086
error: unable to close due to unfinalized statements or unfinished backups,Female,99,430-47-7710,B,174.68,163.12,43.7,75,197,37222,8016,7/5/2020,5/29/2020,cyclobenzaprine hydrochloride,774.81,Penicillin,Blue Cross Blue Shield,Madelaine Leebetter,635-131-2866
